Bandit,Reward,Algorithm
2,2.571140078412145,ThompsonSamplingBandit
2,2.256196300731347,ThompsonSamplingBandit
2,4.051617518539219,ThompsonSamplingBandit
2,4.9447968657202415,ThompsonSamplingBandit
2,3.9099385009925554,ThompsonSamplingBandit
2,4.573515111153623,ThompsonSamplingBandit
2,4.16262584309722,ThompsonSamplingBandit
2,2.239386325846663,ThompsonSamplingBandit
2,1.9271437964642877,ThompsonSamplingBandit
2,1.8487607143169946,ThompsonSamplingBandit
2,1.597030863915844,ThompsonSamplingBandit
2,2.3838559992574293,ThompsonSamplingBandit
2,3.388999174629773,ThompsonSamplingBandit
2,4.175204275070681,ThompsonSamplingBandit
2,4.667195473296199,ThompsonSamplingBandit
2,3.3817312797595473,ThompsonSamplingBandit
2,3.537156073000782,ThompsonSamplingBandit
2,2.6438118651125366,ThompsonSamplingBandit
2,4.183241965381189,ThompsonSamplingBandit
2,3.4036491628601278,ThompsonSamplingBandit
2,2.2080026681480316,ThompsonSamplingBandit
2,3.1330616496812143,ThompsonSamplingBandit
2,2.7305133006120847,ThompsonSamplingBandit
2,2.3778591620220455,ThompsonSamplingBandit
2,3.6606639116773803,ThompsonSamplingBandit
2,3.05845301753863,ThompsonSamplingBandit
2,1.6285299007051153,ThompsonSamplingBandit
2,1.3304783053104565,ThompsonSamplingBandit
2,5.7478363749747245,ThompsonSamplingBandit
2,4.35544748924579,ThompsonSamplingBandit
2,2.61605399381519,ThompsonSamplingBandit
2,4.188164413096939,ThompsonSamplingBandit
2,2.948091225659923,ThompsonSamplingBandit
2,2.829715188113354,ThompsonSamplingBandit
2,4.704314270749915,ThompsonSamplingBandit
2,1.5293175589340213,ThompsonSamplingBandit
2,1.8604754944735267,ThompsonSamplingBandit
2,4.275642999441532,ThompsonSamplingBandit
2,3.1422829198985642,ThompsonSamplingBandit
2,4.0720994455205,ThompsonSamplingBandit
2,4.20476084973391,ThompsonSamplingBandit
2,2.653626840608876,ThompsonSamplingBandit
2,3.282754558128835,ThompsonSamplingBandit
2,2.659893405912546,ThompsonSamplingBandit
2,2.4345318432739793,ThompsonSamplingBandit
2,2.7690320222212232,ThompsonSamplingBandit
2,3.2070933922331957,ThompsonSamplingBandit
2,1.759600551317187,ThompsonSamplingBandit
2,2.727768611840742,ThompsonSamplingBandit
2,3.1493956820130684,ThompsonSamplingBandit
2,2.410762078864562,ThompsonSamplingBandit
2,1.2479725217088564,ThompsonSamplingBandit
2,3.249279131309679,ThompsonSamplingBandit
2,4.16138278939133,ThompsonSamplingBandit
2,1.8875359114219208,ThompsonSamplingBandit
2,2.9064837611943166,ThompsonSamplingBandit
2,4.666803839250587,ThompsonSamplingBandit
2,4.014753534013414,ThompsonSamplingBandit
2,2.2397853809841926,ThompsonSamplingBandit
2,3.1707635702803354,ThompsonSamplingBandit
2,1.4191714096894767,ThompsonSamplingBandit
2,3.964604549907856,ThompsonSamplingBandit
2,3.887429627474974,ThompsonSamplingBandit
2,2.6058467684241684,ThompsonSamplingBandit
2,3.499667375893313,ThompsonSamplingBandit
2,1.9438164085616396,ThompsonSamplingBandit
2,3.679288773058605,ThompsonSamplingBandit
2,2.9390705347388195,ThompsonSamplingBandit
2,2.95450798091474,ThompsonSamplingBandit
2,3.094969573717513,ThompsonSamplingBandit
2,3.7954847825412497,ThompsonSamplingBandit
2,2.683729031182988,ThompsonSamplingBandit
2,2.062855390817749,ThompsonSamplingBandit
2,2.7288578281261806,ThompsonSamplingBandit
2,2.402257813930122,ThompsonSamplingBandit
2,2.283873081125901,ThompsonSamplingBandit
2,2.3508188861226986,ThompsonSamplingBandit
2,3.7244791908296806,ThompsonSamplingBandit
2,1.560294617437228,ThompsonSamplingBandit
2,0.06171771978192142,ThompsonSamplingBandit
2,3.031547718360025,ThompsonSamplingBandit
2,2.84003127569678,ThompsonSamplingBandit
2,3.441138196345238,ThompsonSamplingBandit
2,2.149506313561238,ThompsonSamplingBandit
2,2.419921406828814,ThompsonSamplingBandit
2,3.241551048034429,ThompsonSamplingBandit
2,3.938664907825541,ThompsonSamplingBandit
2,3.306697100809266,ThompsonSamplingBandit
2,1.3257699486767112,ThompsonSamplingBandit
2,2.369802800891378,ThompsonSamplingBandit
2,2.021399015829312,ThompsonSamplingBandit
2,4.093446085169465,ThompsonSamplingBandit
2,0.9589290745498205,ThompsonSamplingBandit
2,2.10277060384089,ThompsonSamplingBandit
2,0.8415799642939925,ThompsonSamplingBandit
2,0.8264919553718659,ThompsonSamplingBandit
2,2.773304597618739,ThompsonSamplingBandit
2,4.191570492284264,ThompsonSamplingBandit
2,1.7932837659999852,ThompsonSamplingBandit
2,2.909825053987487,ThompsonSamplingBandit
2,2.682930247526724,ThompsonSamplingBandit
2,2.525746640377312,ThompsonSamplingBandit
2,4.365952447041801,ThompsonSamplingBandit
2,4.34428130830743,ThompsonSamplingBandit
2,1.7461799783680207,ThompsonSamplingBandit
2,1.6361617191783395,ThompsonSamplingBandit
2,4.61947879944581,ThompsonSamplingBandit
2,4.402057928709588,ThompsonSamplingBandit
2,3.4463128530458205,ThompsonSamplingBandit
2,2.753198777530459,ThompsonSamplingBandit
2,3.635497129781121,ThompsonSamplingBandit
2,3.340700241378453,ThompsonSamplingBandit
2,3.77241772708248,ThompsonSamplingBandit
2,2.4080357218008714,ThompsonSamplingBandit
2,5.594492222835823,ThompsonSamplingBandit
2,3.750428304153048,ThompsonSamplingBandit
2,3.3789594987522453,ThompsonSamplingBandit
2,3.7169459089440435,ThompsonSamplingBandit
2,0.9665653909785368,ThompsonSamplingBandit
2,2.1810190886789624,ThompsonSamplingBandit
2,3.8218368635032776,ThompsonSamplingBandit
2,4.22618931800333,ThompsonSamplingBandit
2,2.1111630908154324,ThompsonSamplingBandit
2,1.148077518815606,ThompsonSamplingBandit
2,3.6687403833498964,ThompsonSamplingBandit
2,3.2829822732489684,ThompsonSamplingBandit
2,3.1918789335418056,ThompsonSamplingBandit
2,2.7350002071751423,ThompsonSamplingBandit
2,1.5381412329682589,ThompsonSamplingBandit
2,2.5521540268465124,ThompsonSamplingBandit
2,2.1230972563639154,ThompsonSamplingBandit
2,2.0431103731889393,ThompsonSamplingBandit
2,1.1690419945089854,ThompsonSamplingBandit
2,1.3931856851921973,ThompsonSamplingBandit
2,2.8845808792791994,ThompsonSamplingBandit
2,3.13187201288065,ThompsonSamplingBandit
2,2.673611153627704,ThompsonSamplingBandit
2,2.850455291552296,ThompsonSamplingBandit
2,0.6431957971602853,ThompsonSamplingBandit
2,3.94714371285328,ThompsonSamplingBandit
2,2.4499888762043738,ThompsonSamplingBandit
2,3.2344046754723395,ThompsonSamplingBandit
2,2.7005580441596275,ThompsonSamplingBandit
2,3.9862820154236305,ThompsonSamplingBandit
2,3.1809381816911477,ThompsonSamplingBandit
2,2.9595384024185276,ThompsonSamplingBandit
2,4.181389339429179,ThompsonSamplingBandit
2,3.766783986769696,ThompsonSamplingBandit
2,0.9761551673236215,ThompsonSamplingBandit
2,3.747302452556551,ThompsonSamplingBandit
2,3.53033354766879,ThompsonSamplingBandit
2,3.7899001627825366,ThompsonSamplingBandit
2,4.671013343479646,ThompsonSamplingBandit
2,2.933849329799224,ThompsonSamplingBandit
2,2.3690997771513067,ThompsonSamplingBandit
2,2.458435651309939,ThompsonSamplingBandit
2,2.5280923235945525,ThompsonSamplingBandit
2,2.513179944638671,ThompsonSamplingBandit
2,3.3455692498054623,ThompsonSamplingBandit
2,1.5462150936070391,ThompsonSamplingBandit
2,3.7815358847165026,ThompsonSamplingBandit
2,1.7388803850554,ThompsonSamplingBandit
2,2.4005042878394933,ThompsonSamplingBandit
2,3.0874902916431624,ThompsonSamplingBandit
2,2.3934616968823264,ThompsonSamplingBandit
2,1.890803364387644,ThompsonSamplingBandit
2,1.3116994999610159,ThompsonSamplingBandit
2,2.5633182440199063,ThompsonSamplingBandit
2,3.606159053153836,ThompsonSamplingBandit
2,2.2280462052513035,ThompsonSamplingBandit
2,2.0516963183358015,ThompsonSamplingBandit
2,3.438350826206399,ThompsonSamplingBandit
2,3.7541795203720394,ThompsonSamplingBandit
2,3.2056720694335628,ThompsonSamplingBandit
2,3.1320345304113104,ThompsonSamplingBandit
2,2.3279693277102558,ThompsonSamplingBandit
2,3.3366574819004393,ThompsonSamplingBandit
2,3.24137228382967,ThompsonSamplingBandit
2,2.7806822769898347,ThompsonSamplingBandit
2,3.1489084052948226,ThompsonSamplingBandit
2,4.908499044704765,ThompsonSamplingBandit
2,2.411499576180196,ThompsonSamplingBandit
2,4.968395934529281,ThompsonSamplingBandit
2,2.924645449320048,ThompsonSamplingBandit
2,2.7668120021594356,ThompsonSamplingBandit
2,2.935911807643227,ThompsonSamplingBandit
2,0.8823344952717265,ThompsonSamplingBandit
2,3.0403703307053327,ThompsonSamplingBandit
2,4.278118276229309,ThompsonSamplingBandit
2,4.14160475427728,ThompsonSamplingBandit
2,4.138424864338772,ThompsonSamplingBandit
2,1.7862528721380035,ThompsonSamplingBandit
2,3.031205700299877,ThompsonSamplingBandit
2,3.4793645620523943,ThompsonSamplingBandit
2,2.868713529499942,ThompsonSamplingBandit
2,3.3404675507305783,ThompsonSamplingBandit
2,1.523209443361869,ThompsonSamplingBandit
2,1.1491486140026979,ThompsonSamplingBandit
2,2.8487438455915335,ThompsonSamplingBandit
2,5.03394884363699,ThompsonSamplingBandit
2,2.9938728562043497,ThompsonSamplingBandit
2,3.08714318135879,ThompsonSamplingBandit
2,4.842274653046955,ThompsonSamplingBandit
2,4.159511055188454,ThompsonSamplingBandit
2,2.7223827090823205,ThompsonSamplingBandit
2,3.6036628118470175,ThompsonSamplingBandit
2,2.1490821556776805,ThompsonSamplingBandit
2,2.1424475576449336,ThompsonSamplingBandit
2,1.998307023501888,ThompsonSamplingBandit
2,3.0923777042577734,ThompsonSamplingBandit
2,3.3139886812008075,ThompsonSamplingBandit
2,3.271162651166065,ThompsonSamplingBandit
2,3.0151737303560444,ThompsonSamplingBandit
2,2.5682007406846794,ThompsonSamplingBandit
2,2.7894490288253544,ThompsonSamplingBandit
2,3.646964329668356,ThompsonSamplingBandit
2,2.409295901741367,ThompsonSamplingBandit
2,1.241251679292909,ThompsonSamplingBandit
2,4.414442846262697,ThompsonSamplingBandit
2,2.6431497192152795,ThompsonSamplingBandit
2,3.797530103947134,ThompsonSamplingBandit
2,1.6132851202362537,ThompsonSamplingBandit
2,3.4048715503756206,ThompsonSamplingBandit
2,2.1080674180857795,ThompsonSamplingBandit
2,2.327178256359554,ThompsonSamplingBandit
2,3.0636147318589764,ThompsonSamplingBandit
2,3.230626377572705,ThompsonSamplingBandit
2,4.054435996183137,ThompsonSamplingBandit
2,2.311687963136382,ThompsonSamplingBandit
2,4.131100088126239,ThompsonSamplingBandit
2,1.8491479141771594,ThompsonSamplingBandit
2,2.5464620247948813,ThompsonSamplingBandit
2,2.022432493690555,ThompsonSamplingBandit
2,4.106112987651111,ThompsonSamplingBandit
2,2.589863607019669,ThompsonSamplingBandit
2,2.7173508378188,ThompsonSamplingBandit
2,4.826947514053521,ThompsonSamplingBandit
2,3.9699638432283417,ThompsonSamplingBandit
2,1.8164845950211792,ThompsonSamplingBandit
2,2.1669012579858746,ThompsonSamplingBandit
2,3.4808781278619407,ThompsonSamplingBandit
2,2.0209574056858637,ThompsonSamplingBandit
2,2.756254203703496,ThompsonSamplingBandit
2,3.1967813548658905,ThompsonSamplingBandit
2,4.471044058208839,ThompsonSamplingBandit
2,3.157926843462746,ThompsonSamplingBandit
2,2.8753530335847177,ThompsonSamplingBandit
2,2.50974506291667,ThompsonSamplingBandit
2,1.7461328224625507,ThompsonSamplingBandit
2,3.2337531174394525,ThompsonSamplingBandit
2,2.9293914283364515,ThompsonSamplingBandit
2,4.4641284330484865,ThompsonSamplingBandit
2,3.0796946448794946,ThompsonSamplingBandit
2,2.2719239937529636,ThompsonSamplingBandit
2,2.4752127141363967,ThompsonSamplingBandit
2,4.603078424872622,ThompsonSamplingBandit
2,3.387201255792694,ThompsonSamplingBandit
2,0.8637237965339546,ThompsonSamplingBandit
2,3.6321241244205797,ThompsonSamplingBandit
